label,query,case,k_breakeven,med_c1,med_c,med_bf
job_t1,job_q2d,4,6.425390473633152,0.6150844405,0.304394385,0.05726593449999999
job_t1,job_q30a,4,5.611105322378123,3.7941553445,1.711711706,0.45161485000000057
job_t1,job_q30b,4,9.526847645838345,3.5262844355,1.486193583,0.23925499049999996
job_t1,job_q30c,4,6.341662414296174,4.5108047585,1.9293413529999999,0.48326966499999946
job_t1,job_q31a,4,7.79158423382675,4.101650470499999,1.6027691755000002,0.36793790800000026
job_t1,job_q31b,4,17.90159561165152,3.549859499,1.50436031,0.12102402850000069
job_t1,job_q31c,4,10.256656414686956,5.7154089025,1.800460908,0.42293327300000005
job_t1,job_q32a,4,1460.1569831946995,0.127335283,0.0109434375,7.97665e-05
job_t1,job_q32b,4,6.652312114179088,0.313062028,0.18978836500000001,0.0218094225
job_t1,job_q33a,4,29.5060924054574,0.594728069,0.1467754225,0.015714277499999995
job_t1,job_q33b,4,27.93411004259252,0.4880122315,0.1373077365,0.013020831
job_t1,job_q33c,4,12.573496518807707,0.7816596455,0.25309573900000004,0.0456702005
job_t1,job_q3a,4,5.302015761496639,1.810704855,1.080907978,0.16964067950000006
job_t1,job_q3b,4,0.5605098157439684,0.8511138315,0.8840554224999999,0.07495409950000002
job_t1,job_q3c,4,6.7615016785804904,2.1423475745,1.1255479204999999,0.17648170749999983
job_t1,job_q4a,4,8.36028121130898,0.6380786629999999,0.25790244799999995,0.05165240349999998
job_t1,job_q4b,4,1.830725790709757,0.2982344375,0.2381831305,0.07228776049999996
job_t1,job_q5a,4,1484.1301726312997,1.7973814264999999,0.051539957,0.0011771330000000001
job_t1,job_q5b,4,24.30495912071541,1.119982625,0.1634007825,0.041046278500000005
job_t1,job_q5c,4,9.910789494973157,2.107034638,1.0101768485,0.12309322200000015
job_t1,job_q6a,4,4.1773679171383495,0.6224575765,0.480691203,0.044617550499999964
job_t1,job_q6b,4,11.51218557274649,0.664455732,0.4153159195,0.02370009650000003
job_t1,job_q6c,4,506.60516931948246,0.608043585,0.3825257305,0.00044603549999999996
job_t1,job_q6d,4,7.987207152407348,0.868440456,0.5081321125,0.05156686150000012
job_t1,job_q6e,4,71.90091017496536,0.625773801,0.3909460515,0.0033120555
job_t1,job_q6f,4,-8.94205458386973,12.6434596325,12.7891945735,0.014658433000000153
job_t1,job_q7a,4,8.101383755976418,3.1044427245,1.0214712714999998,0.29331909449999843
job_t1,job_q7b,4,8.507374734976903,2.7823495025,0.9086636045,0.2495793754999982
job_t1,job_q7c,4,8.233471676032455,5.5384404830000005,2.1344823935,0.4705842839999983
job_t1,job_q8a,4,23.828907249002665,1.358815093,0.7413193595,0.027048851999999988
job_t1,job_q8b,4,165.1778781204173,1.1885825374999999,0.6029418225000001,0.0035671109999999995
job_t1,job_q8c,4,2.5674604110669925,2.4936733865000003,2.4633061405000003,0.019373533000000005
job_t1,job_q8d,4,6.061648625700263,1.1041532705,1.073628591,0.006030580500000002
job_t1,job_q9a,4,5.103922000376706,1.585235347,0.9950005415000001,0.1438221305000001
job_t1,job_q9b,4,26.22850770280436,1.7661980835,0.7848389035,0.03889881999999999
